,date,tweet
5633,2022-11-08 ~ 2022-11-09,"뭐임? 젠젠 빼고 다들 환승연애 완전정복.한줄 알았는데 …
르세라핌 전원 환승연애 유행 막차탑승이었음"
5634,2022-11-08 ~ 2022-11-09,"저 시계느은... 약간 쌈디? 같은 사람이 차야 되는 거 아니야? 싶었는데
생각해보니까 쌈디나 전원우나
둘다 슈스임
차이점은 쌈디는 환승연애 보고 전원우는 안 본다는 것밖에 없음"
5635,2022-11-08 ~ 2022-11-09,"뭐라는거임 진짜 ㅋㅋㅋㅋ오늘 치얼업
정우해이: 환승연애
용일초희 민재선자 : 하트시그널"
5636,2022-11-08 ~ 2022-11-09,환승연애2 약간 텐션 떨어졌는데 희두가 숏팬츠 입고 나오는 순간 재밌어졌어
5637,2022-11-08 ~ 2022-11-09,주떤놈환승연애:애초에미련이잇엇더래면방송출연자체를안햇을것같다는점....끝난인연에연연하는스타일이너무아니셔서만약전여친한테마음이남아잇다?환승연애고뭐고애진작에지가알아서다시연락하고재결합햇을꺼임ㅅㄱ
5638,2022-11-08 ~ 2022-11-09,현실 인간들이 환승연애를 하든 환생을 하든 조또 관심 없지만 근혁현걸이 환승연애를 한다?? 흥미진진
5639,2022-11-08 ~ 2022-11-09,뉴런좌가 환승연애 봣으면 재유랑 승대 환승연애 찍는거냐고 햇다 ㄹㅇ
5640,2022-11-08 ~ 2022-11-09,환승연애는 꼭 봐야지!!
5641,2022-11-08 ~ 2022-11-09,아 생각해보니 리디에 환승연애 이미 있네 커밍투유라고....ㅋㅋㅋㅋㅋㅋ 구남친과 현썸남이 서로의 존재 여부조차 모르다가 알게 되서 그만....ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5642,2022-11-08 ~ 2022-11-09,"(ENG) 환승연애가 뭐라고 이렇게 과몰입을 하는 거지? 5분에 한 번 씩 우는 98즈(부승관 신비 엄지 문빈) 환승연애 막방 단... https://youtu.be/rpJ5jzxqG7g via @YouTube

hehehshwjdn THANK YOU SEUNGKWAN!!!!!"
5643,2022-11-08 ~ 2022-11-09,환승연애2 드디어 다 봤고.. 재밌다고 하는 사람들 그리 많았는데 한 에피소드에 3시간 씩 한다고 알려 준 사람은 왜 없었는지 따지고 싶다..
5644,2022-11-08 ~ 2022-11-09,아니 근데 막 싸우는건아니규 걍 환승연애가타씀...환연직관 ㄹㅈㄷ.....여자분행복하세요남자새끼죽어!!!!ㅈㅅ해요들어서 근데다들려요ㅠㅠ
5645,2022-11-08 ~ 2022-11-09,"반려인이자 최애 감독 어록 추가. 환승연애 보다가 진지하게 “야, 이런 걸 폴리아가미라고 하는 건가..”"
5646,2022-11-08 ~ 2022-11-09,헤어질땐 덤덤하게 양쪽 다 마음이 식은것 같으니 헤어지자<-이랬는데 알고보니 상대방의 입장을 생각해서 그런거였고... 사실은 아직도 서로 죽고 못살정도로 좋아하길 바람(ㅋㅋ 암턴 둘다 미련이 많이 남은 구질이 상태라 환승연애ㄱ 한거였는데... 막상 얼굴 보면서 지내려고 하니 마음 표현하는게
5647,2022-11-08 ~ 2022-11-09,(환승연애2 헝구 과몰입)
5648,2022-11-08 ~ 2022-11-09,환승연애야말로진정한럽캐인듯
5649,2022-11-08 ~ 2022-11-09,저 요즘 환승연애 보는 중이라 킹받는 썰 잘 쓸수잇습니다
5650,2022-11-10 ~ 2022-11-11,아 시발 어디까지 봄? < 아 존나 웃겨 환승연애시발
5651,2022-11-10 ~ 2022-11-11,이 남자 내 탐라에서 혼자 환승연애 볼 것 같음
5652,2022-11-10 ~ 2022-11-11,"환승연애  플레이리스트를 빙자한
케이팝 고인물 파티 리스트"
5653,2022-11-10 ~ 2022-11-11,"아 ㅁㅊ ㅜㅜㅜ 눈 도르르르 ㅜㅜㅜ 

환승연애를 안봤떠오.."
5654,2022-11-10 ~ 2022-11-11,"그냥 이게 너무웃겨서 어딜 가지도못하고 계속 보는 중 …

저 요즘 환승연애 보거덩요
이 말로 웃길 수 있는 남자는 오빠뿐이세요…
진짜 예상을 1도 아니..0도 못했다고ㅠㅠ ㅁㅊ"
5655,2022-11-10 ~ 2022-11-11,환승연애 #로찬
5656,2022-11-10 ~ 2022-11-11,"[VIDEO] #문명특급

""해은 제일 잘 나가"" 환승연애 보다가 냅다 케이팝 2시간 동안 갈긴 신비 엄지 승관 문빈 and 재재 djWJfxlql?
 https://youtu.be/8_SJl8Nj60U
#SEUNGKWAN #승관
#SEVENTEEN #세븐틴"
5657,2022-11-10 ~ 2022-11-11,김채원 환승연애 편당 세 시간 소식에 당황하다..
5658,2022-11-10 ~ 2022-11-11,환연 내일 봬요 누나 따라해달라고 했는데 주헌이 환승연애 안봐서 사죄쇼 열림
5659,2022-11-10 ~ 2022-11-11,"환승연애어디까지봄
환승연애가문제가아니라제생일입니다
은채야생일축하해!!!"
5660,2022-11-10 ~ 2022-11-11,환승연애 본데 종인이
5661,2022-11-10 ~ 2022-11-11,"엑소 환승연애 보나요
일단 종인이는 본대"
5662,2022-11-10 ~ 2022-11-11,그냥 환승연애 핑계로 노는거잖아
5663,2022-11-10 ~ 2022-11-11,"환승연애 (BIGBANG Ver)
https://youtu.be/9xfYvRuB0so"
5664,2022-11-10 ~ 2022-11-11,"#런동 환승연애
둥역이 다른 사람이랑 데이트 나가는 장면 이후 혼자 방에 남아있는 황읹준 카메라에 찍혀서 패널들 일동 술렁~

그런그렁한 눈으로 걔가 나간 문쪽만 바라보다 한숨 푹 쉬면서 눈물 한방울 흘리는데, 패널들 황읹준 이둥역 서로 X일거라 상상 못해서 그냥 입틀막하고 있을 것 같아.."
5665,2022-11-10 ~ 2022-11-11,"르세라핌 환승연애 올해 안으로 막화 볼거래 ㅋㅋ
윤진이는 5화 시작한다하고 채원이는 이번달안으로 보자하더니 3시간 얘기 듣더니 장담 못한대"
5666,2022-11-10 ~ 2022-11-11,"[] (ENG)  ""해은 제일 잘 나가"" 환승연애 보다가 냅다 케이팝 2시간 동안 갈긴 신비 엄지 승관 문빈 and 재재 djWJfxlql? / [#문명특급 EP.264] (출처: 문명특급 - MMTG)

 http://youtu.be/8_SJl8Nj60U
#아스트로 #ASTRO #아로하 #AROHA
#문빈 #MOONBIN"
5667,2022-11-10 ~ 2022-11-11,"르세라핌 단톡 웃겨죽겄다..
사쿠라 생일 직전에 환승연애 진도 물어보니까 
은채아기 본인 먼저 축하해달라고 붕방붕방 옴"
5668,2022-11-10 ~ 2022-11-11,내 이상형 환승연애 안본남자
5669,2022-11-10 ~ 2022-11-11,스토브리그랑 트레이드 사이에 있는 환승연애 제법 잘어울려요
5670,2022-11-10 ~ 2022-11-11,"해준은영 환승연애 나가면
기싸움 열라하다가 한번 개싸워서 분위기 창내고 갑자기 키스해서 규칙위반으로 퇴소하고 욕 엄청 먹을듯?"
5671,2022-11-10 ~ 2022-11-11,죄송한데 진짜 플리만 보면 환승연애랑 무슨 상관인지 모르겠어요
5672,2022-11-10 ~ 2022-11-11,환승연애 20화까지 있는데 짧은건 95분이고 긴 건 188분짜리인걸 본 나...
5673,2022-11-10 ~ 2022-11-11,"문특 보는데 내가 환승연애 안봐도 과몰입 쌉가넝
완전 날 위한 짤 생겼음,,⌯'▾'⌯"
5674,2022-11-10 ~ 2022-11-11,"문빈 환승연애 내용 몰라서 문특 찍기 전에
유튜브 클립으로 정주행 때리고 왔는데 
해은 현규 보더니 아휴 예쁘네~~바로 나옴 
ㅌㅋㅋㅋㄱㅋㅋㄱㄱㅋㄱㅋㅋㅋ
ㅋㅋㅋㅋㅋ 귀여워 죽겠다ㅠ"
5675,2022-11-10 ~ 2022-11-11,"문특 환승연애 대관편
뒤로 가면 갈 수록 문빈 기 빨려서 
점점 찌뿌되고있음 ㅌㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㄱㄱㅋㅋㄱㄱㅋㄱㅋㄱㅋ
ㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋㅋ"
5676,2022-11-10 ~ 2022-11-11,"근데 하와이 온 줄 알았다는 노래가 뭘까?
또 노래방 곡, 대기실에서 맨날 부를만한 곡, 환승연애에 어울리는 곡.. 다 궁금

진짜 너무 궁금해서 그런데
발매 전이라도 그냥 내일쯤 저 영상 미리 풀어주면 안 되나요.."
5677,2022-11-10 ~ 2022-11-11,"[#VIVIZ] 

(ENG)  ""해은 제일 잘 나가"" 환승연애 보다가 냅다 케이팝 2시간 동안 갈긴 신비 엄지 승관 문빈 and 재재 djWJfxlql? / [문명특급 EP.264]

 https://youtu.be/8_SJl8Nj60U
#비비지 #신비 #SINB #엄지 #UMJI #문명특급"
5678,2022-11-10 ~ 2022-11-11,"니키 환승연애
X에게 문자 못받은 니키"
5679,2022-11-10 ~ 2022-11-11,모두가 환승연애에 열광할때 관심 안 갓던 이유가 승석한테 이미 당해서 엿다니
5680,2022-11-10 ~ 2022-11-11,트위터하면 진짜 좋은게 온갖 정보가 다 몰려와서 누구와 어떤 대화를 해도 정적없이 이어갈 정도는 할 수 있어. 예를 들어 환승연애.. 환승연애… 환승연애
5681,2022-11-10 ~ 2022-11-11,"제목은 환승연애지만
만낫던 사람들이 다른 새로운 사람을 만나는거에 중점을 둔게 아니거 서로를 더 이해하고 풀고 성장해서 다시 만나는걸 보고싶엇다는게 진짜 이덩헌같흠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
5682,2022-11-10 ~ 2022-11-11,"환승연애처럼 우리도 환승트친 찍자
아니 왜 우리 겹트때문에 이유없이 썰리거나 막 초반때 나만의 룰을 너무 빡시게 잡아서 블언블했다가 후회하고 막 그런 트친 분명 있었잖아 ㅋㅋㅋ큐ㅠㅠㅠ 다시 돌아와줘 << 특 환승연애 아직 안봄"
5683,2022-11-10 ~ 2022-11-11,"나 한동안 전여친이랑 환승연애 나가는 상상 하느라
밤잠을 설침
제 x는요… 이러고 인터뷰 하는 상상 너무 재밌었음"
5684,2022-11-10 ~ 2022-11-11,"[단독] '환승연애', 시즌3 제작된다... 내년 하반기 촬영 예정 https://n.news.naver.com/entertain/article/052/0001811340…"
5685,2022-11-10 ~ 2022-11-11,"마라탕좋아하는 종인이랑 공포영화매니아 종인이 환승연애보는 종인이
진짜 알다가도 모를ㅋㅋ"
5686,2022-11-10 ~ 2022-11-11,"영화
드라마
예능
환승연애
OTT서비스 구독

그 무엇도 보지도 하지 않고 오로직 트위터와 메이플만 하는 빵야에게 노벨평화상과 국가장려금 10억을 줘야한다고 생각함"
5687,2022-11-10 ~ 2022-11-11,아니 멀리에서부터 피부 하얗고 ㅈ~ㄴ 잘생긴 사람 하나 코트 입고 뚜벅뚜벅 걸어오는데 이열ㅋ 하면서 봣더니 뭔가 익숙함 아무래도 환승연애 현규인 거 같음 뭐야...잘생겼네...
5688,2022-11-10 ~ 2022-11-11,하이 메이터넌스 작가(겸 배우)들이 커플이었고 vimeo에서 hbo넘어갈 때 이혼했는데 그러고도 동료로 잘 남아서 계속 쇼 썼다는걸 알고나서 그들의 귀여운 이혼 전후 사진을 보며 왠지 마음 아파하는 중 환승연애 과몰입 인간처럼
5689,2022-11-10 ~ 2022-11-11,"어떤 예능 좋아하세요? 
대탈출 크라임씬 꼬꼬무 환승연애127"
5690,2022-11-10 ~ 2022-11-11,"니키 환승연애
X에게 문자 못받은 니키"
5691,2022-11-10 ~ 2022-11-11,모두가 환승연애에 열광할때 관심 안 갓던 이유가 승석한테 이미 당해서 엿다니
5692,2022-11-10 ~ 2022-11-11,트위터하면 진짜 좋은게 온갖 정보가 다 몰려와서 누구와 어떤 대화를 해도 정적없이 이어갈 정도는 할 수 있어. 예를 들어 환승연애.. 환승연애… 환승연애
5693,2022-11-10 ~ 2022-11-11,"제목은 환승연애지만
만낫던 사람들이 다른 새로운 사람을 만나는거에 중점을 둔게 아니거 서로를 더 이해하고 풀고 성장해서 다시 만나는걸 보고싶엇다는게 진짜 이덩헌같흠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
5694,2022-11-10 ~ 2022-11-11,"환승연애처럼 우리도 환승트친 찍자
아니 왜 우리 겹트때문에 이유없이 썰리거나 막 초반때 나만의 룰을 너무 빡시게 잡아서 블언블했다가 후회하고 막 그런 트친 분명 있었잖아 ㅋㅋㅋ큐ㅠㅠㅠ 다시 돌아와줘 << 특 환승연애 아직 안봄"
5695,2022-11-10 ~ 2022-11-11,"나 한동안 전여친이랑 환승연애 나가는 상상 하느라
밤잠을 설침
제 x는요… 이러고 인터뷰 하는 상상 너무 재밌었음"
5696,2022-11-10 ~ 2022-11-11,"[단독] '환승연애', 시즌3 제작된다... 내년 하반기 촬영 예정 https://n.news.naver.com/entertain/article/052/0001811340…"
5697,2022-11-10 ~ 2022-11-11,"마라탕좋아하는 종인이랑 공포영화매니아 종인이 환승연애보는 종인이
진짜 알다가도 모를ㅋㅋ"
5698,2022-11-10 ~ 2022-11-11,"영화
드라마
예능
환승연애
OTT서비스 구독

그 무엇도 보지도 하지 않고 오로직 트위터와 메이플만 하는 빵야에게 노벨평화상과 국가장려금 10억을 줘야한다고 생각함"
5699,2022-11-10 ~ 2022-11-11,아니 멀리에서부터 피부 하얗고 ㅈ~ㄴ 잘생긴 사람 하나 코트 입고 뚜벅뚜벅 걸어오는데 이열ㅋ 하면서 봣더니 뭔가 익숙함 아무래도 환승연애 현규인 거 같음 뭐야...잘생겼네...
5700,2022-11-10 ~ 2022-11-11,하이 메이터넌스 작가(겸 배우)들이 커플이었고 vimeo에서 hbo넘어갈 때 이혼했는데 그러고도 동료로 잘 남아서 계속 쇼 썼다는걸 알고나서 그들의 귀여운 이혼 전후 사진을 보며 왠지 마음 아파하는 중 환승연애 과몰입 인간처럼
5701,2022-11-10 ~ 2022-11-11,"어떤 예능 좋아하세요? 
대탈출 크라임씬 꼬꼬무 환승연애127"
5702,2022-11-10 ~ 2022-11-11,"괜찮아 주허낭 나도 환승연애 안 봤어
형혁의 연애 관전으로 족해서"
5703,2022-11-10 ~ 2022-11-11,"카이오빠가환승연애를본단다
나는그어떤아이돌오빠에게도환승하지못하게만들어놓코.."
5704,2022-11-10 ~ 2022-11-11,김종인 무슨 환승연애릉 보고그러냐 개웃겨
5705,2022-11-10 ~ 2022-11-11,아니 문특 환승연애편 보고 질질짜는 나 맞아?
5706,2022-11-10 ~ 2022-11-11,"근데.. 자상쌤이랑 마담쓰앵밈
뭔가 환승연애나갈거같은 mood임..
자상x마담
24년 5개월 연애"
5707,2022-11-10 ~ 2022-11-11,그러고보니 나 오늘 씨씨님이랑 환승연애 출연하는 꿈 꿨잖어 OMG
5708,2022-11-10 ~ 2022-11-11,환승연애 나가는 동시 개같이 보고 싶다고 염불 외다 결국... 서동재 스물 여섯에 아무 것도 모르는 스물 황시목 꼬드겨서 사귀었으면 좋겠어 시작은 늘 그렇듯 저 목석 같이 생긴 놈 누가 먼저 자빠트리나 사내들 사이에서 질나쁜 농담 주고 받다가였으면 해 서동재 낄낄 웃으면서 저런 애들이
5709,2022-11-10 ~ 2022-11-11,"나두나두나두 썸남이랑 같이 누워서 환승연애 보고 짱구 극장판 새로 풀린거 보고싶당,,,,,근데 썸남이 없옹
#비떱 #청주"
5710,2022-11-10 ~ 2022-11-11,"(ENG)  ""해은 제일 잘 나가"" 환승연애 보다가 냅다 케이팝 2시간 동안 갈긴 신비 엄지 승관 문빈 and 재재 djWJfxlql? / [문명특급 EP.264]

https://youtu.be/8_SJl8Nj60U
#세븐틴 #SEVENTEEN #セブチ #승관 #SEUNGKWAN #スングァン #夫胜宽"
5711,2022-11-10 ~ 2022-11-11,"이런 거 너무 좋아
원래 꾸미지 않던 사람이 나 만나려고
유튜브나 인스타보고 꾸미는 거 찾아서 
머리도 드라이하고, 옷 뭐 입을지 고민하고,
어디가 좋은 지 찾아보고, 그런 거.
그리고 환승연애에 많이 걸을 거라고 신발 편한 거 신고오라 하는 거 그것도 은근 설렘포인트"
5712,2022-11-10 ~ 2022-11-11,내 탐라 :  종인이 환승연애 본대..  웅성웅성..안봤는데 재밌나..?  본 사람 있나..?  다같이 뒷북 치게 생겼네..
5713,2022-11-10 ~ 2022-11-11,헐 종인이도 본다니.. 환승연애 결국 봐야 되나
5714,2022-11-10 ~ 2022-11-11,"이간질 그만해 ㅠㅠ!! 나 하니님이랑 연애하니깐 ㅇㅇㅇㅇㅇㅇㅇㅇ
바람피고 환승연애 하는것도 아니고 순애물 찍고 있으니깐 이간질 멈춰주라 제발.."
5715,2022-11-10 ~ 2022-11-11,아니 김종인이 환승연애봣다고? 막화 봣대? 아 종인이랑 환연 얘기할래 종인 최애 누굴까 악악악 누구 응원햇을까 아 아아
5716,2022-11-10 ~ 2022-11-11,오늘 만난 친구들이 환승연애 얘기를 만난 시간의 한 1/3 정도 한 거 같아 놀라버림
5717,2022-11-10 ~ 2022-11-11,"원찬 환승연애 나가면
X룸 들어갈지 안 들어갈지 얘기하는 달글"
5718,2022-11-10 ~ 2022-11-11,"트친 4명 모아서 구애인관 2명씩 짠다음에 환승연애 찍자

나의 엑스는 어디에"
5719,2022-11-10 ~ 2022-11-11,환승연애
5720,2022-11-10 ~ 2022-11-11,김채원 환승연애보겠다고 마음먹자마자 진도쭉쭉나가는거 되게 본인스러운듯
5721,2022-11-10 ~ 2022-11-11,아진심 김종인이환승연애보는게 왤케웃기디ㅋㅋㅋㅋ 쫄귀
5722,2022-11-10 ~ 2022-11-11,"끝이 보여유

환승연애 시즌17 (9화) - 김국프의 내 맘대로 케이팝 https://posty.pe/4grmp6 #세븐틴 #환승연애 #알페스 #bl #팬창작 #postype"
5723,2022-11-10 ~ 2022-11-11,환승연애
5724,2022-11-10 ~ 2022-11-11,김채원 환승연애보겠다고 마음먹자마자 진도쭉쭉나가는거 되게 본인스러운듯
5725,2022-11-10 ~ 2022-11-11,아진심 김종인이환승연애보는게 왤케웃기디ㅋㅋㅋㅋ 쫄귀
5726,2022-11-10 ~ 2022-11-11,"끝이 보여유

환승연애 시즌17 (9화) - 김국프의 내 맘대로 케이팝 https://posty.pe/4grmp6 #세븐틴 #환승연애 #알페스 #bl #팬창작 #postype"
5727,2022-11-10 ~ 2022-11-11,"แปะเทรนพรุ่งนี้คร้าบ

환승연애2 뱀뱀
#.TransitLove2_BamBam

#BamBam @BamBam1A"
5728,2022-11-10 ~ 2022-11-11,"당시 두 연출자의 행보를 분석하고자 가져온 틀은 2022년에도 유효한 것 같다. <지구오락실> <출장십오야>의 나영석, 그 사단이었던 이진주 PD가 <윤식당>에서 배운 노하우로 만든 <환승연애>. 김태호가 초반에 포맷을 다진 <놀면 뭐하니?>, 그가 넷플릭스에 가서 비, 노홍철과 만든 <먹보와 털보>..."
5729,2022-11-10 ~ 2022-11-11,환승연애 빼고는 개미 만드는 게 젤 힘들엇다;;;; 환승연애가압도적으로힘들었음 삼일동안만듦
5730,2022-11-10 ~ 2022-11-11,환승연애 사람들이 1000절까지 하는거 질려서 쳐다도 안 봣는데 승석이 환승연애 무한제공중이엇노........
5731,2022-11-10 ~ 2022-11-11,"아직도 환승연애에서 못빠져 나온 사람들,,?
<환승연애 2> 출연진 완전체 모습!
#환승연애 #환연 #환연2 #환승연애2"
5732,2022-11-10 ~ 2022-11-11,"이진희도는 환승연애 나가면 안되겠다
빽도깅이 불 지를지도 모름"
5733,2022-11-10 ~ 2022-11-11,@onl_youu _youu 그 환승연애 과몰입에 저도 좀 끼워주세엽
5734,2022-11-10 ~ 2022-11-11,"(ENG)  ""해은 제일 잘 나가"" 환승연애 보다가 냅다 케이팝 2시간 동안 갈긴 신비 엄지 승관 문빈 and 재재 djWJ... https://youtu.be/8_SJl8Nj60U @YouTubeより

#아스트로 #ASTRO #ムンビン #문빈 #MOONBIN"
5735,2022-11-10 ~ 2022-11-11,다음 댓카에서 환승연애 토론 열어봅시다
5736,2022-11-10 ~ 2022-11-11,"https://posty.pe/1k34kr
https://posty.pe/iw8a17
https://posty.pe/te1367
https://posty.pe/mitifm
https://posty.pe/aovebu
https://posty.pe/opnbh8
https://posty.pe/slglbp
https://posty.pe/kpk1ky 투수님 환승연애
https://posty.pe/1pov4z 제로님 환승연애
https://posty.pe/d72c62"
5737,2022-07-15 ~ 2022-07-16,환연2 나긋나긋
5738,2022-07-15 ~ 2022-07-16,환연
5739,2022-07-15 ~ 2022-07-16,환연 최이현 남찍사 싹 다 레전드임
5740,2022-07-15 ~ 2022-07-16,"환연좋은첫뻔째이유
꼴값패널들개웃김(이러고3분뒤면다같이울고계심)"
5741,2022-07-15 ~ 2022-07-16,"얘드라 환연2 여출중 개진성 탱빠 한명 있다..ㄷ
(장난치는게 아니라 찐으로) 

최이현님"
5742,2022-07-15 ~ 2022-07-16,"환연2 숙소 집 왤케좋아ㅁㅊ
저랑 환연3 나가실분 구합니다"
5743,2022-07-15 ~ 2022-07-16,환연 나연언니 연대 졸업햇네
5744,2022-07-15 ~ 2022-07-16,환연 시즌1때 ost 부른 가수분 게스트로 꽤 참여하셨던데 혹시 승식이도 가능성있나
5745,2022-07-15 ~ 2022-07-16,환연2 후기 걍 이거임 ㅅㅂ
5746,2022-07-15 ~ 2022-07-16,"와 승식이 환연 열심히 보더니!!!!
Ost까지!!!!!!!!"
5747,2022-07-15 ~ 2022-07-16,환연2에 해가될까 나와서 그런가 ?!
5748,2022-07-15 ~ 2022-07-16,"환연2오프닝해가될까없어아쉬워서
내맘대로만든오프닝"
5749,2022-07-15 ~ 2022-07-16,저는 환연 x..  유라의 의견에 전적으로 동의해요
5750,2022-07-15 ~ 2022-07-16,"환연2출연진
:딘딘,노제,웬디,소지섭,해원,김주먹,나연,태이"
5751,2022-07-15 ~ 2022-07-16,환연 2화 후기
5752,2022-07-15 ~ 2022-07-16,환연 태이이현 구애인이아닐수가없는장면
5753,2022-07-15 ~ 2022-07-16,"환연 보고싶어
근데 지금 할일37462728개 먼저 처리해야댐"
5754,2022-07-15 ~ 2022-07-16,환연2 집 지린다
5755,2022-07-15 ~ 2022-07-16,"지금 딱 헤더 무드임
환연 와이래재밋누.."
5756,2022-07-15 ~ 2022-07-16,"아니근데ㅈㄴ신기한거 이계정판지딱일년된날 =  환연2첫방 ㄷㄷ
어느망상병자정말일년을기다린거임.."
5757,2022-07-15 ~ 2022-07-16,"아 지금 나 뭔가 오해를 지리게 했었나봄

드덕들이 환혼 보는거 쪽팔려서 환연이라고 하는줄 알았는데 

환승연애였음"
5758,2022-07-15 ~ 2022-07-16,헐 2화 마지막 예고편 나올 때 환연 나왔음!!!!!!!!!!!
5759,2022-07-15 ~ 2022-07-16,"환연2 X커플 궁예 
원빈지수
태이이현
규민지연
민기나연
인거같은데 
첫날당번조ㄹㅈㄷ…"
5760,2022-07-15 ~ 2022-07-16,"저아직 환연2 출연자들이랑 낯가리고잇어요
김태완이 보고싶음.. 나의아기토마스기차야"
5761,2022-07-15 ~ 2022-07-16,핱시 나가서 사귀고 헤어진 다음에 환연 나가고 다시 재결합해서 결혼한 다음에 우결 나가고 이혼한 다음에 우리이혼햇어요 나가기
5762,2022-07-15 ~ 2022-07-16,최애랑 우리결혼했어요 나가기 vs 환승연애 나가기 vs 우리이혼했어요 나가기 vs 하트시그널 나가기
5763,2022-07-15 ~ 2022-07-16,"환연2 X커플 궁예 
원빈지수
태이이현
규민지연
민기나연
인거같은데 
첫날당번조ㄹㅈㄷ…"
5764,2022-07-15 ~ 2022-07-16,"저아직 환연2 출연자들이랑 낯가리고잇어요
김태완이 보고싶음.. 나의아기토마스기차야"
5765,2022-07-15 ~ 2022-07-16,핱시 나가서 사귀고 헤어진 다음에 환연 나가고 다시 재결합해서 결혼한 다음에 우결 나가고 이혼한 다음에 우리이혼햇어요 나가기
5766,2022-07-15 ~ 2022-07-16,최애랑 우리결혼했어요 나가기 vs 환승연애 나가기 vs 우리이혼했어요 나가기 vs 하트시그널 나가기
5767,2022-07-15 ~ 2022-07-16,나 심심해서 환연2 보는데 여자고 남자고 싹 다 못생겨서 보기싫음
5768,2022-07-15 ~ 2022-07-16,"#환승연애2 남자 출연자

정규민                      박원빈

선민기                      김태이"
5769,2022-07-15 ~ 2022-07-16,"나 환연 보다가 생각난 건데
뽀몽 헤어지고 환연 나가면 X소개서 뭐라고 쓸지 디집어지게 궁금하다........."
5770,2022-07-15 ~ 2022-07-16,"이제 토요일로 넘어가는 오전 1시인데
탐라에 이렇게 사람이 없는 거 보니까 다들 환연 보거나 남의 연애 보거나 서클 쓰거나 술 마시고 있구나."
5771,2022-07-15 ~ 2022-07-16,"36빼고 빻앗는데요.. 
근데 환연보단 낫내요 쩝."
5772,2022-07-15 ~ 2022-07-16,"환연2도 브금 미쳤구나 진짜
풍선껌 오스트 나오자마자 쌈디정수기 마냥 울고 있음…"
5773,2022-07-15 ~ 2022-07-16,엑스추리하기가 환연 메인재미중에 하나인데.. 작정하고 숨길라면 걍 잘라낼수잇엇을장면들을 너무 다 보여주면서(둘이1회에엑스공개한것도아님) 태이현을 확정인것처럼못박는게..
5774,2022-07-15 ~ 2022-07-16,우리탐라 김타녕얘기담당 쩜깅님 찬..얘기안하고 환연보러가심..
5775,2022-07-15 ~ 2022-07-16,근데 환연에 해가될까가 안나오니까 너무 어색해
5776,2022-07-15 ~ 2022-07-16,"환연이 뭔가 했네...
새로 시작하는 드라마인 줄 알았어^^"
5777,2022-07-15 ~ 2022-07-16,"티빙 분철팟 3분 받아요.ᐟ.ᐟ 
오늘 결제 했습니당
3500원씩
성인인증 O
여성분들만..
기간은 환연 끝날때까지로 생각 중입니당
디엠주세욥 

티빙분철 4인팟 티빙 환연"
5778,2022-07-15 ~ 2022-07-16,금요일마다 환연계정으로 쓸거임 미리 양해구하고요
5779,2022-07-15 ~ 2022-07-16,ㅅㅂ 환연 시작했구나 심장뛰어
5780,2022-07-15 ~ 2022-07-16,환연플로우 돌고있는데 내가 여기서 망나니 윤세자 데려오면 이제 뜬금없이 궁 ost 깔아야돼
5781,2022-07-15 ~ 2022-07-16,오늘 환연 보면서 운전하는 남출 진짜 아저씨 뭐하세요.. 하면서 본듯 심지어 조주석 앉은분이랑 뒷자리는 서로 엑스인데도 스몰톡 개열심히하는데        .. 진짜 아저씨 뭐하세요.. ?
5782,2022-07-15 ~ 2022-07-16,혹시가 역시로 바꼈다 환연 오스트였어
5783,2022-07-15 ~ 2022-07-16,환연봐볼사람
5784,2022-07-15 ~ 2022-07-16,환연 나연웅냐 못 가진 게 뭐야?
5785,2022-07-15 ~ 2022-07-16,"환연 낭힛… 
송히스는 조나읹 진짜 최대한 아는 척 안 하고 다른 참가자들이랑만 열심히 어울리고 선택도 자존심에서라도 조나읹은 절대 안하는데

송히드한테 매일 밤 오는 메세지…’당신의 X는 당신을 선택했습니다’…
그리고 조나읹한테 오는 메세지는 ‘당신의 X는 당신을 선택하지 않았습니다’…"
5786,2022-07-15 ~ 2022-07-16,해가될까 안 나오니까 환연 안 같음.......
5787,2022-07-15 ~ 2022-07-16,"환연 나가고 싶은 이유 .. 두개 
집이 너무 좋고 거기서 술마시면 너무 쭈을것같음 ㅎ"
5788,2022-07-15 ~ 2022-07-16,오웅 늘 환연2 하는날이군아 ㄷ '
5789,2022-07-15 ~ 2022-07-16,환연1때는 예측다틀리고 마지막까지 어라라 정권혜임? ㅇㅈㄹ하고잇엇는데 2는 나같은똥추리여성이봐도 티가남
5790,2022-07-15 ~ 2022-07-16,"환연 숑툥....
자기 잘못때메 헤어진거라..미안해서
마지막까지 sc이 선택못하는 ty이....
sc이도 그거 알고 형 마음 더 무거워질까봐
형 선택 안하는데..다들 sc이 ty이한테
마음잇는거 눈치까고 잇을듯....
sc이가 너무 티나게 ty이 챙겨서 모를수가 업뜸.."
5791,2022-07-15 ~ 2022-07-16,혹시가 역시로 바꼈다 환연 오스트였어
